Term,LoanStatus,BorrowerAPR,ProsperScore,ListingCategory (numeric),BorrowerState,EmploymentStatus,IncomeRange,LoanOriginalAmount
60,Current,0.2004,6.0,1,CA,Employed,"$100,000+",15000
36,Completed,0.30532,7.0,1,MD,Employed,"$100,000+",10000
60,Past Due (61-90 days),0.16151,8.0,7,GA,Employed,"$25,000-49,999",22500
36,Completed,0.30532,8.0,7,TN,Employed,"$100,000+",3500
36,Completed,0.06676,,1,MD,Full-time,"$50,000-74,999",4000
60,Current,0.14965,6.0,14,OH,Employed,"$75,000-99,999",6000
36,Current,0.34621,7.0,1,OK,Full-time,"$75,000-99,999",5000
36,Current,0.27285,5.0,1,MD,Employed,"$50,000-74,999",10000
36,Current,0.22659,6.0,15,CT,Employed,"$25,000-49,999",2000
36,Current,0.23847,4.0,1,CO,Employed,"$25,000-49,999",7000
60,Current,0.29464,4.0,1,OK,Employed,"$50,000-74,999",6500
36,Completed,0.14448,,0,IN,Full-time,Not displayed,4400
36,Chargedoff,0.16461,,1,NY,Full-time,"$100,000+",3500
36,Completed,0.09688,,0,,,Not displayed,9000
36,Completed,0.11194,,0,NJ,Full-time,"$100,000+",12500
60,Current,0.31848,2.0,13,NE,Employed,"$25,000-49,999",4000
36,Current,0.32446,2.0,7,TX,Employed,"$50,000-74,999",4000
60,Current,0.29464,6.0,1,TX,Employed,"$25,000-49,999",6600
36,Chargedoff,0.20735,,0,GA,Full-time,"$75,000-99,999",23000
36,Current,0.09484,10.0,1,CA,Employed,"$25,000-49,999",6500
36,Past Due (91-120 days),0.28032,3.0,1,IN,Employed,"$25,000-49,999",10000
36,Current,0.21945,5.0,14,OH,Employed,"$75,000-99,999",4000
36,Completed,0.08354,,0,UT,Full-time,"$75,000-99,999",2000
60,Current,0.24682,8.0,18,MI,Employed,"$50,000-74,999",8000
36,Current,0.22108,5.0,7,NY,Employed,"$100,000+",18000
36,Current,0.29254,4.0,1,AL,Employed,"$25,000-49,999",6000
36,Completed,0.31363,,1,CA,Self-employed,$0,9980
36,Current,0.12691,8.0,1,FL,Other,"$25,000-49,999",4000
36,Completed,0.35797,5.0,1,MN,Employed,"$50,000-74,999",4000
36,Completed,0.24253,,0,,Not available,Not displayed,1500
36,Chargedoff,0.25757,,0,,Not available,Not displayed,25000
36,Completed,0.15161,,0,,Full-time,"$75,000-99,999",11000
60,Chargedoff,0.23318,8.0,1,MD,Employed,"$75,000-99,999",11000
36,Current,0.19645,9.0,13,CA,Employed,"$75,000-99,999",3000
36,Completed,0.24502,,0,,,Not displayed,3000
60,Current,0.19323,4.0,1,KY,Employed,"$75,000-99,999",15000
36,Current,0.17359,8.0,1,IL,Employed,"$75,000-99,999",10000
36,Current,0.17359,8.0,16,WI,Employed,"$75,000-99,999",6000
36,Completed,0.202,8.0,1,FL,Employed,"$100,000+",3000
60,Current,0.33698,2.0,1,IL,Employed,"$25,000-49,999",4000
36,Completed,0.35643,3.0,1,VA,Employed,"$75,000-99,999",3500
36,Current,0.21372,8.0,1,NY,Employed,"$25,000-49,999",2750
36,Completed,0.12218,9.0,1,TX,Full-time,"$25,000-49,999",3000
36,Chargedoff,0.35797,4.0,13,GA,Employed,"$75,000-99,999",4000
36,Completed,0.12685,,7,CA,Full-time,"$100,000+",3200
36,Current,0.13836,11.0,1,VA,Employed,"$100,000+",11000
36,Current,0.13301,5.0,1,IL,Other,"$25,000-49,999",4000
36,Current,0.35356,2.0,18,MO,Employed,"$25,000-49,999",2000
60,Chargedoff,0.31375,5.0,1,TX,Employed,"$25,000-49,999",15000
36,Completed,0.08718,,0,IN,Not available,Not displayed,1000
60,Current,0.24036,4.0,7,GA,Employed,"$75,000-99,999",3500
36,Completed,0.22135,9.0,1,OK,Full-time,"$75,000-99,999",2800
36,Current,0.13697,9.0,6,CA,Employed,"$1-24,999",4000
36,Current,0.06726,11.0,18,CA,Employed,"$75,000-99,999",6000
36,Completed,0.2565,,0,WA,Not available,Not displayed,1000
36,Chargedoff,0.25424,7.0,1,WI,Employed,"$25,000-49,999",6000
36,Current,0.12528,8.0,3,NJ,Employed,"$25,000-49,999",10000
36,Past Due (1-15 days),0.35356,2.0,1,SC,Employed,"$25,000-49,999",4000
36,Current,0.08496,11.0,2,CA,Employed,"$100,000+",15000
36,Current,0.2878,2.0,1,TX,Employed,"$50,000-74,999",4000
36,Current,0.16324,4.0,1,GA,Employed,"$25,000-49,999",5000
36,Current,0.20462,5.0,1,NJ,Employed,"$25,000-49,999",15000
36,Chargedoff,0.27767,,0,CA,Not available,Not displayed,4000
36,Completed,0.10692,,0,,Not available,Not displayed,25000
36,Current,0.24614,4.0,13,TX,Employed,"$100,000+",10000
36,Current,0.27776,4.0,1,SC,Employed,"$25,000-49,999",4000
36,Completed,0.34353,5.0,1,MI,Retired,"$25,000-49,999",1200
36,Current,0.24758,7.0,13,SC,Employed,"$25,000-49,999",3000
36,Current,0.1526,4.0,1,WA,Employed,"$50,000-74,999",10000
60,Completed,0.16499,8.0,1,TX,Employed,"$50,000-74,999",20000
36,Current,0.30131,7.0,3,CO,Self-employed,"$100,000+",10000
36,Current,0.17611,5.0,1,CA,Employed,"$25,000-49,999",8500
36,Completed,0.35643,5.0,3,CA,Self-employed,"$1-24,999",2000
36,Chargedoff,0.37453,,3,CA,Full-time,"$1-24,999",2000
36,Completed,0.11296,9.0,1,VA,Full-time,"$75,000-99,999",3000
36,Completed,0.30564,,0,,Full-time,"$25,000-49,999",4300
36,Completed,0.26526,,7,IL,Full-time,"$50,000-74,999",24000
36,Chargedoff,0.14982,,6,,Retired,"$1-24,999",3000
36,Current,0.06726,11.0,7,WA,Employed,"$100,000+",20000
36,Completed,0.10578,9.0,6,MN,Employed,"$50,000-74,999",3000
36,Completed,0.15324,7.0,1,FL,Employed,"$75,000-99,999",7000
60,Current,0.21566,4.0,1,MO,Employed,"$75,000-99,999",20000
36,Completed,0.17423,,1,CO,Full-time,"$25,000-49,999",4850
36,Completed,0.23748,,0,,,Not displayed,4000
36,Current,0.09,10.0,1,CA,Employed,"$100,000+",15000
36,Current,0.17359,8.0,1,CA,Employed,"$75,000-99,999",11000
36,Completed,0.16461,,4,MN,Full-time,"$50,000-74,999",3000
36,Current,0.17754,6.0,1,CA,Self-employed,"$25,000-49,999",3000
36,Completed,0.2951,7.0,6,IL,Employed,"$50,000-74,999",10000
60,Completed,0.23718,8.0,2,GA,Employed,"$75,000-99,999",3700
36,Completed,0.13625,,7,NM,Full-time,"$25,000-49,999",1000
60,Current,0.31848,2.0,1,KS,Employed,"$50,000-74,999",4000
36,Current,0.22415,6.0,3,FL,Employed,"$75,000-99,999",25000
36,Completed,0.08825,,0,GA,Part-time,"$75,000-99,999",3001
60,Current,0.2559,3.0,1,TN,Employed,"$50,000-74,999",10000
36,Completed,0.22237,,1,FL,Full-time,"$25,000-49,999",6900
36,Current,0.35285,5.0,1,NY,Employed,"$25,000-49,999",4000
36,Completed,0.35797,4.0,15,KY,Employed,"$25,000-49,999",4000
36,Current,0.35797,5.0,12,CA,Self-employed,"$50,000-74,999",2810
36,Completed,0.11295,,0,CA,Full-time,"$100,000+",10000
36,Current,0.2706,3.0,1,CA,Employed,"$25,000-49,999",15000
36,Chargedoff,0.19178,,0,MD,Full-time,"$50,000-74,999",12000
36,Current,0.25013,3.0,1,OH,Self-employed,"$25,000-49,999",4000
36,Completed,0.2924,2.0,7,CA,Employed,"$100,000+",5000
36,Completed,0.11296,9.0,1,MA,Part-time,"$1-24,999",5000
36,Completed,0.35244,2.0,7,MO,Employed,"$1-24,999",3000
36,Completed,0.21022,9.0,2,IN,Full-time,"$25,000-49,999",1000
36,Completed,0.1265,,0,GA,Full-time,"$75,000-99,999",25000
36,Completed,0.08641,9.0,7,NC,Full-time,"$75,000-99,999",7000
36,Current,0.06726,11.0,2,FL,Employed,"$100,000+",19000
36,Chargedoff,0.25757,,0,GA,Full-time,"$25,000-49,999",25000
36,Completed,0.21739,,0,,Not available,Not displayed,5000
36,Defaulted,0.2796,,0,TX,,Not displayed,2000
36,Current,0.31032,2.0,14,TN,Employed,"$50,000-74,999",4000
36,Chargedoff,0.35797,4.0,7,MD,Employed,"$25,000-49,999",4000
36,Current,0.0903,9.0,1,TX,Employed,"$100,000+",15000
36,Completed,0.14307,,0,MD,Self-employed,"$25,000-49,999",25000
36,Current,0.34887,1.0,1,VA,Full-time,"$25,000-49,999",4000
36,Current,0.29537,3.0,1,TX,Employed,"$25,000-49,999",13000
36,Current,0.32446,2.0,1,CT,Other,"$25,000-49,999",4000
36,Current,0.17601,8.0,3,TN,Self-employed,"$25,000-49,999",10000
36,Completed,0.33393,6.0,1,MN,Full-time,"$50,000-74,999",3500
36,Current,0.30131,3.0,1,AZ,Self-employed,"$50,000-74,999",4000
36,Completed,0.08829,10.0,9,MN,Employed,"$50,000-74,999",7000
60,Current,0.21156,7.0,1,LA,Employed,"$100,000+",25000
36,Completed,0.21434,8.0,7,FL,Employed,"$50,000-74,999",4500
36,Completed,0.19108,8.0,1,DC,Not employed,Not employed,10000
36,Current,0.21342,2.0,1,NV,Employed,"$25,000-49,999",4000
36,Completed,0.27285,5.0,7,CA,Employed,"$50,000-74,999",4000
36,Completed,0.08718,,0,CO,Full-time,"$75,000-99,999",1000
36,Completed,0.08466,,0,,Full-time,"$75,000-99,999",1000
60,Current,0.25861,5.0,1,IL,Employed,"$75,000-99,999",10000
36,Chargedoff,0.35797,3.0,7,KY,Other,"$25,000-49,999",4000
36,Current,0.20933,7.0,1,NY,Employed,"$50,000-74,999",5000
36,Completed,0.10692,,0,,,Not displayed,10000
36,Completed,0.09862,,0,NJ,Part-time,"$1-24,999",2000
36,Current,0.09333,9.0,1,TX,Employed,"$75,000-99,999",5000
60,Completed,0.28386,3.0,1,OH,Employed,"$75,000-99,999",15000
36,Completed,0.09387,,1,CA,Full-time,"$50,000-74,999",14500
36,Current,0.32488,2.0,1,CA,Employed,"$100,000+",4000
36,Completed,0.08383,,1,CA,Full-time,"$75,000-99,999",10000
36,Completed,0.10592,,0,MA,Not available,Not displayed,6001
36,Completed,0.35797,3.0,1,NJ,Employed,"$100,000+",4000
36,Current,0.17359,8.0,1,TX,Employed,"$75,000-99,999",13000
36,Completed,0.17456,,0,UT,Full-time,"$1-24,999",1200
60,Current,0.16304,6.0,3,UT,Self-employed,"$100,000+",15000
36,Current,0.09736,8.0,1,SC,Employed,"$50,000-74,999",5000
60,Current,0.31375,5.0,2,TN,Employed,"$50,000-74,999",13000
36,Current,0.32446,3.0,13,VA,Self-employed,"$25,000-49,999",2500
36,Completed,0.22108,5.0,1,VA,Employed,"$75,000-99,999",9000
36,Current,0.09469,10.0,1,IL,Employed,"$100,000+",20000
60,Current,0.20808,7.0,1,MA,Employed,"$75,000-99,999",10000
36,Past Due (16-30 days),0.22875,4.0,1,NY,Employed,"$75,000-99,999",19000
36,Completed,0.08491,10.0,3,VA,Full-time,"$75,000-99,999",1000
36,Defaulted,0.37453,5.0,1,WA,Full-time,"$1-24,999",3000
36,Current,0.31032,3.0,1,GA,Employed,"$50,000-74,999",4000
36,Current,0.12081,9.0,1,GA,Employed,"$25,000-49,999",10000
36,Completed,0.16056,9.0,3,MD,Employed,"$100,000+",12500
60,Current,0.17685,7.0,1,MN,Employed,"$100,000+",35000
36,Completed,0.35797,5.0,1,OH,Employed,"$25,000-49,999",3000
60,Current,0.28704,2.0,1,MD,Other,"$50,000-74,999",15000
36,Completed,0.12198,,0,NY,Full-time,"$50,000-74,999",9999
36,Current,0.08496,6.0,1,TX,Self-employed,"$50,000-74,999",15000
60,Current,0.23984,4.0,1,FL,Employed,"$50,000-74,999",10000
36,Current,0.09534,9.0,1,MI,Employed,"$50,000-74,999",20000
36,Completed,0.14207,,0,ID,Full-time,"$25,000-49,999",5000
36,Completed,0.24753,,0,,Not available,Not displayed,4600
36,Defaulted,0.28938,,0,MO,Not available,Not displayed,1000
36,Current,0.31616,3.0,1,NY,Employed,"$25,000-49,999",7000
36,Chargedoff,0.30532,7.0,1,VA,Employed,"$75,000-99,999",4500
36,Chargedoff,0.1682,,3,NC,Retired,"$1-24,999",2000
36,Completed,0.17069,8.0,7,AL,Employed,"$25,000-49,999",10000
36,Completed,0.2092,,0,AL,Not available,Not displayed,2000
36,Current,0.26149,4.0,1,MS,Employed,"$25,000-49,999",3000
60,Completed,0.14657,8.0,1,WI,Employed,"$50,000-74,999",11500
60,Current,0.2893,5.0,1,NY,Employed,"$25,000-49,999",7500
36,Current,0.3179,2.0,2,GA,Employed,"$100,000+",4000
36,Chargedoff,0.35643,1.0,1,OK,Employed,"$25,000-49,999",3070
36,Current,0.29537,3.0,7,WA,Employed,"$25,000-49,999",2000
36,Completed,0.35797,2.0,6,ID,Not employed,Not employed,2000
36,Chargedoff,0.20735,,0,MO,Full-time,"$50,000-74,999",7000
36,Completed,0.09136,,0,,Not available,Not displayed,2500
60,Current,0.18555,7.0,1,TX,Employed,"$50,000-74,999",7000
36,Completed,0.11296,9.0,2,NY,Full-time,"$50,000-74,999",3500
36,Defaulted,0.24753,,0,IL,Full-time,"$50,000-74,999",13000
60,Completed,0.28704,3.0,1,SC,Employed,"$25,000-49,999",6000
60,Past Due (31-60 days),0.17849,9.0,18,AZ,Employed,"$100,000+",25000
36,Defaulted,0.29776,,0,IL,Not available,Not displayed,3500
36,Current,0.27467,1.0,3,CA,Self-employed,"$50,000-74,999",15000
60,Current,0.28704,2.0,1,MD,Employed,"$25,000-49,999",6000
36,Current,0.22966,3.0,1,FL,Self-employed,"$50,000-74,999",12000
36,Completed,0.2021,,1,CO,Full-time,"$75,000-99,999",1000
36,Chargedoff,0.36623,,7,WA,Self-employed,"$75,000-99,999",14500
36,Defaulted,0.17677,,4,MO,Full-time,"$25,000-49,999",2500
36,Current,0.32446,2.0,6,CA,Employed,"$50,000-74,999",2000
36,Completed,0.13855,,0,CA,,Not displayed,2550
36,Completed,0.29394,5.0,19,MN,Full-time,"$75,000-99,999",3000
60,Current,0.31848,5.0,2,WI,Employed,"$50,000-74,999",4000
36,Completed,0.14207,,3,NJ,Full-time,"$50,000-74,999",10000
60,Current,0.26528,7.0,1,VA,Employed,"$25,000-49,999",15000
36,Current,0.14857,6.0,1,NC,Employed,"$25,000-49,999",10000
36,Defaulted,0.29525,,0,CA,,Not displayed,2550
36,Completed,0.0998,10.0,7,CA,Full-time,"$75,000-99,999",6000
60,Current,0.13227,11.0,1,CA,Employed,"$100,000+",20000
36,Current,0.2951,6.0,7,OH,Employed,"$25,000-49,999",5741
60,Current,0.23318,9.0,1,PA,Employed,"$25,000-49,999",7000
36,Completed,0.24891,,0,,Not available,Not displayed,1000
36,Completed,0.2129,4.0,1,MD,Employed,"$75,000-99,999",8500
36,Completed,0.124,8.0,2,VA,Full-time,"$50,000-74,999",2000
36,Completed,0.17219,,0,,Not available,Not displayed,4500
36,Current,0.30182,5.0,7,OR,Employed,"$50,000-74,999",3500
36,Defaulted,0.28827,,1,IL,Full-time,"$25,000-49,999",2500
36,Current,0.18275,5.0,1,MO,Employed,"$75,000-99,999",10000
36,Completed,0.2995,,0,,Not available,Not displayed,1000
36,Completed,0.21339,,2,CA,Full-time,"$50,000-74,999",15000
60,Current,0.21576,8.0,1,OH,Employed,"$50,000-74,999",7000
36,Current,0.34577,6.0,1,WA,Employed,"$75,000-99,999",4000
36,Completed,0.15713,,0,MO,,Not displayed,5000
36,Current,0.0783,10.0,1,IL,Full-time,"$100,000+",20000
36,Current,0.14857,7.0,1,TX,Employed,"$75,000-99,999",15000
36,Defaulted,0.16436,,1,FL,Full-time,"$50,000-74,999",1500
36,Chargedoff,0.19462,,0,ID,Full-time,"$25,000-49,999",5000
36,Current,0.20933,8.0,1,MO,Employed,"$75,000-99,999",15000
36,Current,0.35797,4.0,1,ID,Employed,"$25,000-49,999",4000
60,Current,0.18965,8.0,1,MS,Employed,"$25,000-49,999",6500
36,Current,0.35797,5.0,3,CA,Self-employed,"$75,000-99,999",4000
36,Completed,0.15893,,0,NY,Not available,Not displayed,2000
60,FinalPaymentInProgress,0.20679,6.0,1,MA,Employed,"$1-24,999",4000
60,Current,0.18197,7.0,1,MN,Employed,"$100,000+",25000
60,Current,0.19364,5.0,1,TX,Employed,"$50,000-74,999",3000
60,Past Due (1-15 days),0.20705,7.0,13,NJ,Employed,"$50,000-74,999",7000
36,Defaulted,0.18475,,0,,,Not displayed,3500
60,Current,0.20347,4.0,1,TX,Self-employed,"$100,000+",15000
36,Completed,0.12782,10.0,18,NY,Employed,"$100,000+",25000
60,Completed,0.19323,9.0,1,AZ,Employed,"$75,000-99,999",15000
36,Completed,0.22338,9.0,6,MA,Full-time,"$25,000-49,999",5000
60,Current,0.30697,7.0,1,NC,Employed,"$25,000-49,999",15000
60,Current,0.17522,6.0,1,NV,Employed,"$25,000-49,999",2000
36,Completed,0.30532,5.0,1,MN,Employed,"$75,000-99,999",5000
36,Completed,0.17722,,0,IL,Full-time,"$50,000-74,999",14000
36,Current,0.17649,3.0,1,FL,Employed,"$50,000-74,999",5000
36,Current,0.26855,3.0,2,CA,Employed,"$100,000+",8000
36,Current,0.22712,4.0,1,TX,Employed,"$50,000-74,999",15000
36,Current,0.09434,9.0,1,TX,Employed,"$50,000-74,999",18000
36,Past Due (31-60 days),0.2951,7.0,7,NC,Employed,"$1-24,999",4000
36,Completed,0.38723,4.0,1,MO,Employed,"$25,000-49,999",4000
36,Current,0.14714,6.0,7,TX,Employed,"$100,000+",6000
36,Defaulted,0.2951,7.0,1,MD,Employed,"$75,000-99,999",3500
36,Current,0.09434,8.0,1,PA,Employed,"$75,000-99,999",20000
60,Current,0.18136,5.0,1,NJ,Employed,"$25,000-49,999",10000
36,Completed,0.22338,5.0,1,DC,Full-time,"$100,000+",25000
36,Chargedoff,0.21106,,0,CA,Full-time,"$50,000-74,999",5000
36,Current,0.18633,4.0,1,OK,Employed,"$100,000+",25000
36,Completed,0.09333,10.0,1,CA,Employed,"$100,000+",25000
36,Past Due (1-15 days),0.35797,4.0,1,TX,Not employed,Not employed,4000
36,Current,0.25781,6.0,15,CO,Employed,"$50,000-74,999",2500
12,Current,0.23422,8.0,11,NY,Employed,"$100,000+",9500
36,Current,0.28728,2.0,6,CA,Employed,"$25,000-49,999",5000
36,Completed,0.39072,,7,NC,Self-employed,"$75,000-99,999",1075
36,FinalPaymentInProgress,0.23438,5.0,6,CA,Other,"$50,000-74,999",7000
36,Current,0.19108,8.0,20,TX,Employed,"$75,000-99,999",4000
36,Completed,0.37453,6.0,1,TX,Full-time,"$100,000+",5000
36,Current,0.21342,2.0,1,NJ,Employed,"$50,000-74,999",10000
36,Defaulted,0.23267,,0,TX,Not available,Not displayed,1750
36,Completed,0.16918,,0,CA,Not available,Not displayed,3000
36,Completed,0.0768,,1,MA,Full-time,"$75,000-99,999",3500
36,Completed,0.34621,4.0,1,GA,Employed,"$25,000-49,999",4500
36,Current,0.33215,2.0,1,KY,Employed,"$50,000-74,999",4000
36,Current,0.24758,5.0,1,CO,Employed,"$75,000-99,999",15000
36,Completed,0.28574,7.0,2,CA,Full-time,"$25,000-49,999",3000
36,Chargedoff,0.28032,3.0,1,MN,Employed,"$50,000-74,999",7000
60,Current,0.18197,7.0,1,GA,Employed,"$50,000-74,999",10000
36,Defaulted,0.30564,,0,NM,Full-time,"$25,000-49,999",2501
36,Current,0.29537,6.0,1,CA,Self-employed,"$1-24,999",4000
36,Current,0.14206,6.0,1,NC,Employed,"$75,000-99,999",2000
36,Completed,0.13705,,0,MI,Full-time,"$75,000-99,999",15000
36,Completed,0.14357,,0,UT,Full-time,"$50,000-74,999",4200
60,Current,0.23462,5.0,1,CO,Employed,"$100,000+",25000
36,Current,0.21025,7.0,1,MO,Employed,"$50,000-74,999",10000
60,Current,0.12205,6.0,1,DC,Employed,"$50,000-74,999",15000
36,Current,0.14714,7.0,1,OH,Employed,"$50,000-74,999",5000
36,Chargedoff,0.30182,6.0,7,OK,Full-time,"$1-24,999",1000
36,Completed,0.2951,5.0,3,VA,Self-employed,"$100,000+",4500
36,Current,0.30131,2.0,1,MN,Employed,"$100,000+",4000
60,Current,0.23462,4.0,1,LA,Employed,"$100,000+",15000
36,Completed,0.22362,6.0,7,CA,Self-employed,"$25,000-49,999",5220
36,Completed,0.16717,,0,CA,Not available,Not displayed,3500
36,Completed,0.12427,8.0,2,UT,Employed,"$25,000-49,999",2300
36,Completed,0.35797,3.0,1,FL,Employed,"$75,000-99,999",4000
12,Completed,0.24148,7.0,10,MI,Employed,"$50,000-74,999",2000
36,Completed,0.22744,,0,GA,,Not displayed,3500
36,Completed,0.17754,6.0,1,NY,Employed,"$50,000-74,999",4000
36,Completed,0.12427,8.0,6,NE,Employed,"$75,000-99,999",11000
36,Current,0.19859,6.0,13,NY,Employed,"$100,000+",10000
36,Current,0.20217,5.0,1,TN,Employed,"$50,000-74,999",14500
36,Completed,0.38468,,3,PA,Full-time,"$50,000-74,999",2200
36,Completed,0.18406,,0,,Full-time,"$25,000-49,999",2000
36,Completed,0.1692,,1,WA,Full-time,"$50,000-74,999",10000
36,Past Due (1-15 days),0.35797,5.0,6,NY,Employed,"$25,000-49,999",3000
36,Current,0.14751,8.0,1,NJ,Employed,"$25,000-49,999",10000
36,Completed,0.15428,,3,CA,Full-time,"$75,000-99,999",10000
36,Current,0.12528,8.0,1,PA,Employed,"$25,000-49,999",12000
36,Current,0.09434,8.0,1,CA,Employed,"$100,000+",20000
36,Completed,0.35797,3.0,20,NY,Employed,"$50,000-74,999",4000
36,Current,0.12528,6.0,1,WV,Employed,"$100,000+",14000
36,Current,0.2706,6.0,14,TX,Employed,"$50,000-74,999",7500
36,Current,0.13189,11.0,1,MO,Employed,"$100,000+",25000
36,Chargedoff,0.34998,1.0,1,CA,Employed,"$50,000-74,999",4000
60,Current,0.17174,8.0,1,CO,Employed,"$50,000-74,999",20000
36,Current,0.21372,8.0,1,DC,Employed,"$75,000-99,999",12000
36,Past Due (1-15 days),0.26917,4.0,3,NY,Employed,"$50,000-74,999",15000
36,Chargedoff,0.22994,,0,,Full-time,"$25,000-49,999",2550
36,Current,0.09,8.0,1,OH,Employed,"$50,000-74,999",8500
60,Current,0.32958,7.0,7,MA,Full-time,"$50,000-74,999",13275
36,Completed,0.16461,,2,MN,Full-time,"$50,000-74,999",2000
36,Completed,0.36357,,6,GA,Full-time,"$25,000-49,999",1500
36,Completed,0.35797,4.0,1,CA,Employed,"$50,000-74,999",3000
36,Current,0.08381,10.0,7,PA,Other,"$25,000-49,999",2800
36,Current,0.11563,9.0,1,TX,Employed,"$50,000-74,999",15000
60,Current,0.29341,2.0,1,MD,Employed,"$50,000-74,999",3500
36,Current,0.19859,5.0,1,MS,Employed,"$50,000-74,999",20000
36,Chargedoff,0.28151,,5,GA,Self-employed,"$75,000-99,999",3500
36,Current,0.20984,6.0,1,CA,Employed,"$100,000+",14250
36,Current,0.35797,5.0,13,CA,Employed,"$25,000-49,999",2500
36,Defaulted,0.25757,,0,CA,Not available,Not displayed,15000
36,Current,0.2354,5.0,1,AZ,Employed,"$25,000-49,999",4000
36,Completed,0.08591,10.0,1,UT,Full-time,"$100,000+",8000
60,Current,0.12716,10.0,14,CA,Employed,"$75,000-99,999",9000
36,Completed,0.08038,,0,WV,Full-time,"$100,000+",1500
36,Current,0.17359,8.0,1,FL,Employed,"$100,000+",4500
36,FinalPaymentInProgress,0.25259,7.0,6,CA,Employed,"$50,000-74,999",4000
36,Completed,0.09688,,0,CA,Full-time,"$75,000-99,999",2550
36,Defaulted,0.20223,,0,LA,Not available,Not displayed,1500
36,Current,0.15833,9.0,1,GA,Employed,"$25,000-49,999",10000
36,Current,0.21176,5.0,1,TX,Employed,"$100,000+",25000
36,Current,0.35356,2.0,2,MN,Employed,"$25,000-49,999",4000
60,Current,0.21566,5.0,13,AK,Employed,"$25,000-49,999",4500
60,Current,0.23872,4.0,1,OH,Other,"$25,000-49,999",10000
60,Current,0.31293,2.0,1,CA,Employed,"$75,000-99,999",4000
36,Current,0.23438,7.0,1,IL,Self-employed,"$50,000-74,999",10000
36,Completed,0.23036,,0,TX,Not available,Not displayed,1800
36,Current,0.22773,4.0,1,GA,Other,"$25,000-49,999",10000
36,Completed,0.06888,10.0,7,NY,Employed,"$75,000-99,999",22000
36,Past Due (16-30 days),0.35356,6.0,1,NY,Other,"$1-24,999",4000
36,Completed,0.12916,9.0,3,IL,Full-time,"$1-24,999",3500
36,Current,0.25013,3.0,1,OH,Employed,"$25,000-49,999",10000
60,Current,0.12992,9.0,1,MN,Employed,"$75,000-99,999",16000
60,Completed,0.24702,3.0,1,CA,Employed,"$50,000-74,999",15000
36,Chargedoff,0.17722,,0,,Full-time,"$75,000-99,999",20000
36,Current,0.18275,6.0,1,AZ,Employed,"$75,000-99,999",13000
36,Completed,0.38058,5.0,7,TX,Employed,"$75,000-99,999",2500
36,Chargedoff,0.22115,,1,MA,Full-time,"$25,000-49,999",4000
36,Current,0.09065,7.0,1,AZ,Employed,"$75,000-99,999",4665
60,Current,0.18197,4.0,1,CA,Self-employed,"$25,000-49,999",10000
36,Completed,0.0768,,0,WI,Self-employed,$0,5000
36,Completed,0.34887,4.0,1,MO,Employed,"$75,000-99,999",4000
36,Current,0.31975,2.0,3,IL,Self-employed,"$25,000-49,999",4000
60,Current,0.23318,6.0,1,GA,Employed,"$75,000-99,999",14000
60,Completed,0.24702,3.0,1,CT,Employed,"$75,000-99,999",3500
36,Current,0.18173,9.0,2,MO,Employed,"$50,000-74,999",6567
60,Completed,0.14494,8.0,14,MN,Employed,"$25,000-49,999",15000
36,Completed,0.17677,,1,IL,Full-time,"$75,000-99,999",1500
60,Current,0.18637,6.0,1,WA,Employed,"$50,000-74,999",17000
36,Past Due (16-30 days),0.35356,4.0,3,NY,Not employed,Not employed,2000
36,Completed,0.24264,,1,GA,Full-time,"$25,000-49,999",3500
60,Current,0.26877,4.0,1,TX,Employed,"$25,000-49,999",4000
36,Completed,0.29796,,0,,Not available,Not displayed,1500
36,Completed,0.35797,4.0,6,MI,Employed,"$25,000-49,999",4000
36,Current,0.14409,7.0,1,CA,Employed,"$75,000-99,999",2500
36,Completed,0.14709,,0,CA,Full-time,"$75,000-99,999",15000
